date,Year,IND_VOL,Accumulator,LABNO,FIELDNOTES,Temperature,TEMP_F,VWSP,V_WSP_F,WSP,S_WSP_F,WDR,WIND_DIR_F,LWC,LWC_F,PSA,SR,SOLAR_RAD_F,SIG_T,RainCount,RAIN_HR_F,CloudCount
7/7/2019 23:00,2019,,-0.060566667,,,14.62677083,,,,8.917277778,,57.72068,,0.014,,-0.075,41.98409722,,,-0.02785,,-1.112116665
7/8/2019 0:00,2019,,-0.060626389,,,14.72229167,,,,7.818344444,,55.5165345,,0.013994444,,-0.05,41.90579861,,,-0.061194445,,-1.112616665
7/8/2019 1:00,2019,,-0.060833333,,,14.76690972,,,,5.101488889,,57.7162935,,0.014,,-0.002777778,41.69878472,,,-0.194016667,,-1.123766665
7/8/2019 2:00,2019,,-0.060754167,,,14.81128472,,,,2.452377778,,63.721129,,0.014,,-0.013888889,41.28322917,,,-0.265922222,,-1.147566665
7/8/2019 3:00,2019,,-0.060586111,,,14.83784722,,,,2.000988889,,74.1645365,,0.014,,-0.030555556,40.99600694,,,-0.231672222,,-1.143833331
7/8/2019 4:00,2019,,-0.061108333,,,14.86621528,,,,1.667755556,,89.7985885,,0.014,,-0.008333333,40.74888889,,,-0.20865,,-1.159399998
7/8/2019 5:00,2019,,-0.061025,,,14.86673611,,,,1.593366667,,90.6705115,,0.014,,-0.052777778,43.96524306,,,-0.242677778,,-1.149383331
7/8/2019 6:00,2019,,-0.060858333,,,14.77486111,,,,1.892366667,,91.4708355,,0.014009722,,-0.013888889,129.078125,,,-0.416633333,,-1.101383331
7/8/2019 6:53,2019,,-0.060493711,,,16.99870283,,,,0.911716981,,127.1190079,,0.00833805,,-16.75786163,247.9444969,,,-2.353069182,,-1.479301884
7/8/2019 9:00,2019,,-0.034230556,,,26.03407407,,,,0.561407407,,189.6535348,,0.010673611,,-3.259722222,499.049375,,,-0.818311362,,-1.20987222
7/8/2019 10:00,2019,,0.039839111,,,24.89013439,,,,0.636946584,,192.2642696,,0.01268811,,50.07370313,619.9112994,,,-0.977742624,,-0.608217256
7/8/2019 11:00,2019,,0.064693981,,,29.63350694,,,,0.590898148,,211.5778278,,0.012626852,,1.446296296,578.3081944,,,-0.96574078,,-0.875427776
7/8/2019 12:00,2019,,0.027840278,,,29.15940972,,,,0.711677778,,223.750271,,0.011901389,,0.916666667,723.4959722,,,-0.969266667,,-1.218283331
7/8/2019 13:00,2019,,0.027558333,,,32.77638889,,,,0.929427778,,216.7951215,,0.011634722,,1.336111111,690.1060069,,,-0.971227778,,-1.156533331
7/8/2019 14:00,2019,,0.027715278,,,30.8959375,,,,1.166894444,,229.3724905,,0.011963889,,2.538888889,585.3375,,,-0.978855556,,-1.140749998
7/8/2019 15:00,2019,,0.028276389,,,27.97753472,,,,2.515861111,,262.104695,,0.011177778,,1.361111111,550.0057292,,,-0.84265,,-1.096016665
7/8/2019 16:00,2019,,0.028216667,,,26.24729167,,,,3.258955556,,268.7491105,,0.011533333,,1.4,473.6726042,,,-0.75605,,-1.073499998
7/8/2019 17:00,2019,,0.02885,,,25.35236111,,,,2.78265,,266.960975,,0.008945833,,-0.036111111,373.5779514,,,-0.753744444,,-1.063733331
7/8/2019 18:00,2019,,0.028479167,,,23.81541667,,,,5.817138889,,301.8202075,,0.015006944,,4.277777778,191.7047917,,,-0.414188889,,-0.969066665
7/8/2019 19:00,2019,,0.011698611,,,21.61802083,,,,8.959022222,,313.343543,,0.018977778,,7.188888889,160.4701389,,,-0.147983333,,-1.107349998
7/8/2019 20:00,2019,,0.010256944,,,19.21482639,,,,11.56682222,,318.7738885,,0.019165278,,6.330555556,70.30336806,,,-0.018183333,,-1.131099998
7/8/2019 21:00,2019,,0.009908333,,,17.24090278,,,,13.58312222,,322.2194135,,0.018995833,,5.952777778,69.10902778,,,0.110161111,,-1.124316665
7/8/2019 22:00,2019,,0.009291667,,,15.84694444,,,,12.24036667,,332.5658935,,0.018995833,,5.763888889,63.28819444,,,-0.0561,,-1.132433331
7/8/2019 23:00,2019,,0.008463889,,,14.90854167,,,,10.58575556,,330.701914,,0.019,,5.925,60.56836806,,,-0.101138889,,-1.151016665
7/9/2019 0:00,2019,,0.007965278,,,14.34597222,,,,10.17582222,,331.762315,,0.019,,5.966666667,61.93802083,,,-0.147161111,,-1.167049998
7/9/2019 1:00,2019,,0.007868056,,,14.43663194,,,,9.401022222,,333.019118,,0.018998611,,5.944444444,61.59274306,,,-0.155672222,,-1.160666665
7/9/2019 2:00,2019,,0.008081944,,,14.69625,,,,10.36504444,,318.7472865,,0.019,,5.947222222,60.54125,,,-0.013166667,,-1.147399998
7/9/2019 3:00,2019,,0.00785,,,14.73885417,,,,11.94454444,,314.0262805,,0.019002778,,6,59.50541667,,,0.130705556,,-1.147866665
7/9/2019 4:00,2019,,0.007809722,,,14.74899306,,,,11.25987778,,324.3144625,,0.019,,5.991666667,60.05618056,,,0.004533333,,-1.161016665
7/9/2019 5:00,2019,,0.007643056,,,14.74923611,,,,10.05362222,,326.7060955,,0.019001389,,5.947222222,72.72260417,,,-0.097155556,,-1.169033331
7/9/2019 5:53,2019,,0.005914773,,,14.67476326,,,,9.04169697,,321.6131632,,0.007763256,,-43.11363637,101.4765625,,,-2.264466667,,-1.415863634
7/9/2019 14:00,2019,,0.005136054,,,28.57353316,,,,3.108680272,,283.0500159,,0.012581633,,1.404761905,579.4020833,,,-0.768222419,,-1.006591835
7/9/2019 15:00,2019,,0.006626389,,,27.23513889,,,,3.088438889,,281.3106315,,0.008705556,,-0.75,498.8759722,,,-0.726727778,,-1.056499998
7/9/2019 16:00,2019,,0.006920833,,,26.28444444,,,,3.305322222,,284.10653,,0.012680556,,1.738888889,459.5024653,,,-0.716116667,,-1.054483331
7/9/2019 17:00,2019,,0.006827778,,,25.31861111,,,,3.479088889,,268.4689405,,0.012819444,,2.063888889,343.7110417,,,-0.712211111,,-1.088766665
7/9/2019 18:00,2019,,0.006840278,,,23.87857639,,,,4.987088889,,277.012852,,0.015277778,,4.5,181.8532986,,,-0.624872222,,-1.024483332
7/9/2019 19:00,2019,,0.006901389,,,22.37454861,,,,5.331011111,,308.892236,,0.017502778,,5.902777778,112.2183333,,,-0.383911111,,-1.151583331
7/9/2019 20:00,2019,,0.006336111,,,20.14472222,,,,7.233777778,,320.685695,,0.018888889,,6.027777778,30.0953125,,,-0.148122222,,-1.179916665
7/9/2019 21:00,2019,,0.005579167,,,18.43795139,,,,8.223511111,,307.3429525,,0.019001389,,6.008333333,30.54753472,,,-0.154172222,,-1.196533331
7/9/2019 22:00,2019,,0.005455556,,,17.311875,,,,7.111288889,,307.7020795,,0.019,,6.005555556,30.9065625,,,-0.1555,,-1.189199998
7/9/2019 23:00,2019,,0.004656944,,,16.43729167,,,,5.848266667,,310.623913,,0.018998611,,5.980555556,31.13954861,,,-0.199055556,,-1.194816665
7/10/2019 0:00,2019,,0.004598611,,,15.86958333,,,,4.553466667,,329.594535,,0.018993056,,5.922222222,31.52416667,,,-0.409566667,,-1.211883331
7/10/2019 1:00,2019,,0.003976389,,,15.41260417,,,,3.207244444,,336.6181705,,0.018969444,,5.947222222,31.38246528,,,-0.515911111,,-1.221466664
7/10/2019 2:00,2019,,0.004226389,,,14.93659722,,,,2.755711111,,329.5723195,,0.018411111,,7.383333333,31.33395833,,,-0.549633333,,-1.252283331
7/10/2019 3:00,2019,,0.003643056,,,14.53784722,,,,0.88075,,184.43393,,0.018159722,,9.655555555,31.10211806,,,-0.771279755,,-1.279283331
7/10/2019 4:00,2019,,0.003427778,,,14.11947917,,,,2.69945,,312.2592285,,0.017515278,,6.569444444,31.02076389,,,-0.554488889,,-1.255849998
7/10/2019 5:00,2019,,0.003561111,,,14.1271875,,,,3.133288889,,326.790571,,0.019065278,,7.758333333,31.74569445,,,-0.480566667,,-1.254233331
7/10/2019 6:00,2019,,0.003381944,,,14.7365625,,,,2.655033333,,332.649803,,0.018215278,,7.538888889,98.6425,,,-0.560022222,,-1.195016664
7/10/2019 7:00,2019,,0.004273611,,,17.244375,,,,2.416844444,,313.4297165,,0.017548611,,8.897222222,180.8999653,,,-0.5466,,-1.278383331
7/10/2019 8:00,2019,,0.005351389,,,22.34298611,,,,0.539644444,,213.748768,,0.0096375,,-20.50555556,338.4123264,,,-2.656672222,,-1.58903333
7/10/2019 9:00,2019,,0.004877778,,,27.57902778,,,,1.067227778,,230.9751195,,0.010784722,,11.49166667,370.5479861,,,-0.873955556,,-1.262199997
7/10/2019 10:00,2019,,0.0058875,,,26.36416667,,,,1.244388889,,250.67857,,0.013604167,,11.21388889,480.1053125,,,-0.962827778,,-1.280616664
7/10/2019 11:00,2019,,0.006808333,,,30.23545139,,,,1.282088889,,252.402889,,0.012870833,,7.172222222,543.7338194,,,-0.944926984,,-1.267466664
7/10/2019 12:00,2019,,0.006606944,,,29.80399306,,,,0.781877778,,190.112891,,0.013525,,12.79166667,503.4650347,,,-0.961866667,,-1.267949997
7/10/2019 13:00,2019,,0.006665278,,,29.82659722,,,,0.714422222,,207.782845,,0.014004167,,10.37222222,441.6977431,,,-0.973966667,,-1.282999997
7/10/2019 14:00,2019,,0.006598611,,,31.77177083,,,,1.001433333,,210.199948,,0.014455556,,4.558333333,623.1584028,,,-0.955361111,,-1.248666664
7/10/2019 15:00,2019,,0.006875,,,31.08989583,,,,1.393455556,,221.5693315,,0.014194444,,4.533333333,653.1311111,,,-0.965433333,,-1.234633331
7/10/2019 16:00,2019,,0.006847222,,,30.32954861,,,,2.447538889,,145.74217,,0.014281944,,5.697222222,443.306875,,,-0.8663,,-1.236049998
7/10/2019 17:00,2019,,0.006756944,,,27.63854167,,,,2.864694444,,144.4020235,,0.014341667,,6.325,268.5386458,,,-0.760461111,,-1.253716664
7/10/2019 18:00,2019,,0.006602778,,,25.84163194,,,,1.657861111,,249.1983385,,0.015468056,,7.263888889,122.2241319,,,-0.7759,,-1.203083331
7/10/2019 19:00,2019,,0.007131944,,,24.41513889,,,,2.758744444,,267.2418525,,0.018947222,,8.802777778,88.72798611,,,-0.7452,,-1.287699997
7/10/2019 20:00,2019,,0.006127778,,,22.856875,,,,2.918788889,,256.441299,,0.022894444,,12.72222222,33.55916667,,,-0.612911111,,-1.291899997
7/10/2019 21:00,2019,,0.006034722,,,21.16451389,,,,3.768266667,,239.5726595,,0.024081944,,13.49444444,28.45295139,,,-0.529972222,,-1.297049997
7/10/2019 22:00,2019,,0.005644444,,,20.02600694,,,,5.568477778,,208.1392835,,0.020888889,,9.497222222,28.91701389,,,-0.4151,,-1.276266664
7/10/2019 23:00,2019,,0.005101389,,,19.0803125,,,,7.1825,,224.221749,,0.023680556,,12.10277778,29.12440972,,,-0.393016667,,-1.281466664
7/11/2019 0:00,2019,,0.005218056,,,18.78482639,,,,6.234511111,,246.0793955,,0.02615,,16.79166667,29.15725694,,,-0.496422222,,-1.283049997
7/11/2019 1:00,2019,,0.0045,,,18.36232639,,,,6.3375,,247.558778,,0.025315278,,15.12222222,29.39902778,,,-0.459183333,,-1.289349997
7/11/2019 2:00,2019,,0.005080556,,,17.85888889,,,,7.732255556,,239.6640685,,0.024861111,,14.10833333,29.42805556,,,-0.439088889,,-1.299783331
7/11/2019 3:00,2019,,0.004209722,,,17.37513889,,,,8.280711111,,238.6676255,,0.024595833,,13.62222222,29.43072917,,,-0.434188889,,-1.298066664
7/11/2019 4:00,2019,,0.004393056,,,17.16434028,,,,8.222788889,,238.1228505,,0.024048611,,12.87777778,29.43072917,,,-0.409055556,,-1.300483331
7/11/2019 5:00,2019,,0.004098611,,,17.00982639,,,,9.494622222,,230.6448585,,0.0234,,11.26666667,36.09833333,,,-0.330261111,,-1.290766664
7/11/2019 6:00,2019,,0.004490278,,,17.52729167,,,,11.31852222,,222.244994,,0.021856945,,9.138888889,99.10350694,,,-0.283461111,,-1.199566664
7/11/2019 7:00,2019,,0.004790278,,,18.8178125,,,,10.67675556,,230.20352,,0.017783333,,3.816666667,153.2002083,,,-0.417877778,,-1.296999997
7/11/2019 8:00,2019,,0.005223611,,,20.22944444,,,,8.581011111,,238.8767625,,0.016940278,,3.544444444,222.4581944,,,-0.447633333,,-1.296533331
7/11/2019 9:00,2019,,0.004790278,,,20.80017361,,,,8.180177778,,240.9961495,,0.016948611,,3.472222222,209.2673611,,,-0.460688889,,-1.301349997
7/11/2019 10:00,2019,,0.005105556,,,20.45149306,,,,9.912066667,,239.8146245,,0.017001389,,3.752777778,132.8188889,,,-0.455627778,,-1.305283331
7/11/2019 11:00,2019,,0.005061111,,,20.28454861,,,,7.657433333,,246.173493,,0.020875,,-2.430555556,105.3158333,,,-0.451244444,,0.613899999
7/11/2019 12:00,2019,,0.029422222,,,19.95472222,,,,7.288088889,,250.624517,,0.2325875,,412.5138889,62.52315972,,,22.72447222,,48.11953324
7/11/2019 13:00,2019,,0.071706944,,,20.12458333,,,,9.0064,,233.7222005,,0.154861111,,249.2222222,134.3302431,,,29.50078333,,44.27044991
7/11/2019 14:00,2019,,0.073745833,,,19.99482639,,,,12.51365555,,200.5489405,,0.016618056,,2.1,256.9279167,,,19.57803333,,1.042199998
7/11/2019 15:00,2019,,0.074286111,,,22.04413194,,,,11.03194444,,219.1986405,,0.015390278,,1.366666667,378.0203472,,,-0.478111111,,-1.292349997
7/11/2019 16:00,2019,,0.073844444,,,22.88625,,,,6.140477778,,248.5219685,,0.014040278,,0.397222222,170.3491319,,,-0.544505556,,-1.315866664
7/11/2019 17:00,2019,,0.076165278,,,21.84788194,,,,6.054677778,,250.5496635,,0.030522222,,-38.79444444,99.22458333,,,-0.454983333,,7.906366651
7/11/2019 18:00,2019,,0.081090278,,,21.05538194,,,,6.768811111,,238.457215,,0.158375,,208.6,60.81395833,,,-0.459422222,,58.47761655
7/11/2019 19:00,2019,,0.021093056,,,20.29038194,,,,7.882477778,,224.625307,,0.182434722,,433.2916666,43.0925,,,-0.442105556,,59.36823321
7/11/2019 20:00,2019,,0.029545833,,,19.58628472,,,,7.239555556,,235.307708,,0.246281944,,575.1333333,29.99180556,,,25.05465,,43.97181658
7/11/2019 21:00,2019,,0.044656944,,,18.3925,,,,10.74478889,,292.832835,,0.306744444,,-550.4138889,217.2889583,,,86.30227777,,-8.616533317
7/11/2019 22:00,2019,,0.042972222,,,17.24538194,,,,9.183777778,,282.621346,,0.193113889,,-142.0027778,671.240625,,,100.3371722,,-18.2927833
7/11/2019 23:00,2019,,0.044338889,,,16.66548611,,,,8.608022222,,253.8958555,,0.111147222,,7.369444449,583.9403472,,,86.12008888,,-2.640666661
7/12/2019 0:00,2019,,0.054336111,,,16.47631944,,,,9.200533333,,258.2353775,,0.325511111,,351.4138889,651.8107292,,,53.51656111,,18.88104996
7/12/2019 1:00,2019,,0.074213889,,,16.29239583,,,,8.992388889,,259.051408,,0.236505556,,348.5305556,654.5931944,,,0.928277778,,39.62929992
7/12/2019 2:00,2019,,0.109359722,,,16.3,,,,8.211377778,,261.9511675,,0.715979167,,1190.483333,638.928125,,,3.804355556,,57.51148322
7/12/2019 3:00,2019,,0.173295833,,,16.45930556,,,,7.780933333,,266.490063,,0.945202778,,1358.652778,610.8406944,,,2.2032,,58.23831655
7/12/2019 4:00,2019,,0.212276389,,,16.43055556,,,,8.555733334,,271.943473,,0.944486111,,1083.783333,631.0764931,,,18.88200556,,45.46244991
7/12/2019 5:00,2019,,0.245777778,,,16.30041667,,,,13.06442222,,278.3363015,,0.974576389,,1099.469444,636.796875,,,0.830444444,,58.98199988
7/12/2019 6:00,2019,,0.274751389,,,16.22128472,,,,14.44646667,,278.4245975,,0.832244444,,698.4277778,631.2995486,,,12.47233333,,51.1386999
7/12/2019 7:00,2019,,0.034395833,,,15.91069444,,,,16.54928889,,281.405295,,0.694113889,,368.3305556,615.0699653,,,5.795216667,,56.42061655
7/12/2019 8:00,2019,,0.046765278,,,16.10701389,,,,15.25997778,,291.7422945,,0.659051389,,175.9416667,569.8423958,,,3.009472222,,57.48261655
7/12/2019 9:00,2019,,0.079444444,,,16.76118056,,,,9.574933334,,284.6414,,0.653468055,,476.725,528.9010069,,,1.980333333,,58.38471655
7/12/2019 10:00,2019,,0.143258333,,,18.47545139,,,,7.083555556,,287.194343,,0.507998611,,8.291666665,495.0740972,,,-0.358838889,,59.37613321
7/12/2019 11:00,2019,,0.216484722,,,20.72454861,,,,5.599822222,,278.231733,,0.418852778,,42.14444445,488.5886806,,,-0.510527778,,57.28273322
7/12/2019 12:00,2019,,0.231940278,,,21.483125,,,,4.619044444,,270.521398,,0.327994444,,-28.28611111,459.8779167,,,1.780011111,,57.65564988
7/12/2019 13:00,2019,,0.266147222,,,20.06302083,,,,7.638366667,,280.7007665,,0.560340278,,257.4694444,517.5083681,,,68.68183889,,15.8014833
7/12/2019 14:00,2019,,0.305379167,,,19.00111111,,,,8.236366667,,277.981844,,0.521198611,,-340.5444444,676.2017014,,,90.94716111,,-7.048099986
7/12/2019 15:00,2019,,0.486840278,,,18.50559028,,,,9.313922222,,304.9351885,,0.655798611,,-940.7166667,686.9813194,,,21.90745,,43.78769991
7/12/2019 16:00,2019,,0.6497625,,,18.11225695,,,,11.78045555,,297.8307565,,0.559288889,,-580.3277778,599.7971528,,,27.97607222,,39.60058325
7/12/2019 17:00,2019,,0.7171375,,,17.25121528,,,,14.14371111,,293.287616,,0.5263875,,-414.0888889,558.6369097,,,18.03656111,,46.54203324
7/12/2019 18:00,2019,,0.766815278,,,16.41545139,,,,15.98971111,,293.393458,,0.627263889,,-21.61388889,519.9967361,,,1.3715,,58.76544988
7/12/2019 19:00,2019,,0.068347222,,,15.96350695,,,,16.21865555,,289.9664695,,0.452544444,,-262.4361111,504.3851389,,,0.425616667,,59.29779988
7/12/2019 20:00,2019,,0.096058333,,,15.47034722,,,,18.6251,,293.9949745,,0.5293625,,-377.1027778,475.1369792,,,3.238416667,,57.99003322
7/12/2019 21:00,2019,,0.128026389,,,15.32614583,,,,20.53277778,,300.2758765,,0.674494444,,-356.0972222,505.0726389,,,45.61264444,,34.21844993
7/12/2019 22:00,2019,,0.131513889,,,14.90711806,,,,17.6111,,303.137997,,0.784438889,,-372.6055555,462.4839236,,,46.33992222,,30.59299994
7/12/2019 23:00,2019,,0.139188889,,,14.67340278,,,,16.25144445,,303.0914435,,0.684945833,,-189.8138889,445.3842708,,,0.569283333,,59.19363321
7/13/2019 0:00,2019,,0.164075,,,14.42184028,,,,18.29648889,,301.2924125,,0.668729167,,-339.0722222,442.3241319,,,10.67186667,,53.40191656
7/13/2019 1:00,2019,,0.179526389,,,14.40857639,,,,16.51433333,,304.537715,,0.921031944,,-313.7944444,449.0513194,,,49.59018333,,29.14126661
7/13/2019 2:00,2019,,0.186115278,,,14.33114583,,,,15.44082222,,303.559667,,0.788388889,,-489.8583333,425.7821181,,,24.19776111,,45.72854991
7/13/2019 3:00,2019,,0.210101389,,,14.29263889,,,,14.44444444,,299.8052475,,0.837404167,,-408.15,407.3670486,,,6.098122222,,56.47856655
7/13/2019 4:00,2019,,0.237130556,,,14.24704861,,,,14.28656667,,301.360474,,0.724398611,,-555.8305556,430.3341319,,,3.226794444,,57.97523322
7/13/2019 5:00,2019,,0.267298611,,,14.34277778,,,,12.16048889,,299.6227125,,0.6652125,,-525.975,418.2834028,,,0.947266667,,58.98489988
7/13/2019 6:00,2019,,0.299177778,,,14.52614583,,,,10.53375556,,293.231865,,0.695601389,,-347.675,434.4686806,,,0.212844444,,59.31326655
7/13/2019 7:00,2019,,0.045025,,,14.98302083,,,,10.34048889,,285.056844,,0.633956944,,-146.0305556,421.1181944,,,2.380577778,,57.96629988
7/13/2019 8:00,2019,,0.070436111,,,15.69392361,,,,10.76876667,,282.757752,,0.641361111,,7.508333336,424.3467708,,,-0.205638889,,59.37938321
7/13/2019 9:00,2019,,0.102931944,,,16.75739583,,,,9.23,,278.0182095,,0.645391667,,195.6527778,439.7360764,,,-0.371333333,,59.37928321
7/13/2019 10:00,2019,,0.133583333,,,18.13111111,,,,5.6732,,272.637672,,0.34275,,-126.7777778,422.0023958,,,-0.516144445,,55.55858322
7/13/2019 11:00,2019,,0.161958333,,,20.2290625,,,,3.597894444,,260.972129,,0.098831944,,-162.7083333,400.9729167,,,-0.69795,,28.39366661
7/13/2019 12:00,2019,,0.167802778,,,23.78715278,,,,3.785816667,,263.6217165,,0.015065278,,0.577777778,469.9207639,,,-0.790116667,,-1.351916664
7/13/2019 13:00,2019,,0.166468056,,,27.43802083,,,,4.043216667,,257.296525,,0.014755556,,1.802777778,450.0627083,,,-0.796522222,,-1.209749998
7/13/2019 14:00,2019,,0.165616667,,,26.79652778,,,,3.836661111,,261.982156,,0.013169444,,0.338888889,441.7897917,,,-0.829738889,,-1.209916665
7/13/2019 15:00,2019,,0.164283333,,,25.72166667,,,,4.647644444,,263.343386,,0.012970833,,-0.05,424.2845139,,,-0.747177778,,-1.271233331
7/13/2019 16:00,2019,,0.163276389,,,24.98006944,,,,5.062777778,,264.1679065,,0.013423611,,-0.138888889,389.8296875,,,-0.722161111,,-1.260299997
7/13/2019 17:00,2019,,0.162581944,,,23.96232639,,,,7.0512,,268.5470485,,0.015893056,,2.411111111,288.3038889,,,-0.560433333,,-1.260149997
7/13/2019 18:00,2019,,0.162219444,,,22.2240625,,,,10.69293333,,273.0908965,,0.017095833,,3.938888889,148.9071528,,,-0.38375,,-1.189799997
7/13/2019 19:00,2019,,0.014259722,,,20.33121528,,,,11.58198889,,272.397405,,0.016909722,,3.722222222,142.3762847,,,5.685027778,,-0.587516665
7/13/2019 20:00,2019,,0.010159722,,,18.67798611,,,,11.3191,,269.2896405,,0.017,,3.886111111,100.3001389,,,-0.157705556,,-1.291433331
7/13/2019 21:00,2019,,0.010090278,,,17.94048611,,,,10.54314444,,267.7770055,,0.016918056,,3.452777778,84.96354167,,,3.799472222,,-0.853849998
7/13/2019 22:00,2019,,0.022223611,,,17.31840278,,,,10.96044444,,274.111819,,0.240166667,,793.9194444,79.26722222,,,22.27814035,,48.10081657
7/13/2019 23:00,2019,,0.026740278,,,16.77517361,,,,12.40315556,,273.2615455,,0.259994444,,891.8527778,76.45878472,,,0.111738889,,58.38308322
7/14/2019 0:00,2019,,0.032469444,,,16.76489583,,,,10.16672222,,274.986006,,0.430668056,,1592.194444,73.78288194,,,3.040561111,,57.85179988
7/14/2019 1:00,2019,,0.048888889,,,16.58829861,,,,11.0877,,279.1170985,,0.821406944,,1965.280556,71.50496528,,,3.336994444,,57.51218322
7/14/2019 2:00,2019,,0.066809722,,,16.09173611,,,,11.27273333,,280.9240535,,0.839431944,,1388.933333,374.9472222,,,4.586727778,,56.35361655
7/14/2019 3:00,2019,,0.088061111,,,15.58711806,,,,12.26636667,,281.4693945,,0.381870833,,414.3111111,662.2019097,,,0.119855555,,57.07533322
7/14/2019 4:00,2019,,0.112234722,,,15.0996875,,,,12.50903333,,283.6467965,,0.555745833,,715.5805555,661.5705556,,,0.883466667,,58.94546655
7/14/2019 5:00,2019,,0.135327778,,,14.66638889,,,,12.88993333,,295.2362125,,0.626704167,,81.44444445,601.1614583,,,0.071055555,,59.37451655
7/14/2019 6:00,2019,,0.159502778,,,14.445,,,,11.91998889,,294.319151,,0.806444444,,217.8777778,603.4240972,,,0.003944444,,59.37528321
7/14/2019 7:00,2019,,0.038951389,,,14.61777778,,,,10.1036,,305.6118415,,0.844398611,,41.02222222,593.3422917,,,0.616366667,,59.03429988
7/14/2019 8:00,2019,,0.063623611,,,15.19163194,,,,7.669277778,,306.9074155,,0.620273611,,-285.2,574.6568055,,,-0.165627778,,58.27006655
7/14/2019 9:00,2019,,0.087211111,,,16.59065972,,,,7.653316667,,302.9963555,,0.346081944,,-446.9194444,574.9188194,,,-0.170627778,,59.37741655
7/14/2019 10:00,2019,,0.104726389,,,17.64114583,,,,6.346816667,,298.8475755,,0.033168056,,-96.34722222,556.469375,,,-0.243977778,,6.615766653
7/14/2019 11:00,2019,,0.122366667,,,17.41760417,,,,7.422277778,,302.2019745,,0.089805556,,-264.8722222,540.2233681,,,1.259938889,,30.54776661
7/14/2019 12:00,2019,,0.141220833,,,17.56121528,,,,8.217588889,,293.2837955,,0.024140278,,-38.10833333,576.1322569,,,0.450761111,,4.799616657
7/14/2019 13:00,2019,,0.160936111,,,17.65746528,,,,8.86795,,294.43886,,0.089486111,,-307.9138889,476.9997222,,,0.073888889,,39.30628325
7/14/2019 14:00,2019,,0.176716667,,,17.09003472,,,,6.737755556,,302.912446,,0.026323611,,-64.025,282.3402083,,,-0.217177778,,5.718933322
7/14/2019 15:00,2019,,0.179534722,,,17.844375,,,,7.1513,,293.497036,,0.0175,,3.041666667,246.7036458,,,-0.249227778,,-1.406349997
7/14/2019 16:00,2019,,0.181561111,,,17.25940972,,,,10.04091111,,298.5662735,,0.017443056,,-0.416666667,206.4188194,,,-0.137405556,,-1.407549997
7/14/2019 17:00,2019,,0.181706944,,,16.72503472,,,,9.866422222,,296.407125,,0.017679167,,2.894444444,155.6095139,,,-0.131127778,,-1.408199997
7/14/2019 18:00,2019,,0.204952778,,,15.93649306,,,,11.83794444,,300.8438575,,0.147075,,-386.1166667,108.8556944,,,0.47945,,45.32114991
7/14/2019 19:00,2019,,0.231008333,,,15.106875,,,,13.71326667,,313.197515,,0.117129167,,-502.9,98.45381945,,,3.547077778,,40.49703325
7/14/2019 20:00,2019,,0.235981944,,,14.30815972,,,,14.74416667,,316.066852,,0.234126389,,-706.1,93.61534722,,,49.76382222,,31.07558327
7/14/2019 21:00,2019,,0.232976389,,,14.47559028,,,,15.12838889,,319.3531895,,0.443809722,,-568.7638889,91.14072917,,,100.3609222,,-3.045083327
7/14/2019 22:00,2019,,0.233822222,,,14.74538194,,,,10.93791111,,323.344763,,0.596177778,,-455.7083333,215.1248611,,,41.84215,,33.7346666
7/14/2019 23:00,2019,,0.249122222,,,14.79690972,,,,8.868744445,,319.71642,,0.573680556,,-556.5277778,432.2679167,,,0.068077778,,59.36634988
7/15/2019 0:00,2019,,0.264248611,,,14.84520833,,,,10.97965556,,329.9662555,,0.431005556,,-719.9333333,549.8896181,,,3.663522222,,57.39579988
7/15/2019 1:00,2019,,0.279404167,,,14.89930556,,,,13.06167778,,324.771649,,0.428304167,,-729.1916667,648.2529167,,,61.13114444,,21.66028329
7/15/2019 2:00,2019,,0.297531944,,,14.93795139,,,,12.55612222,,325.151152,,0.328716667,,-859.4277778,663.8732986,,,21.59198333,,46.28833324
7/15/2019 3:00,2019,,0.314956944,,,15.00607639,,,,11.51771111,,331.505634,,0.329661111,,-784.6611111,612.3016319,,,1.107227778,,59.06074988
7/15/2019 4:00,2019,,0.330277778,,,15.02690972,,,,11.4257,,337.3695355,,0.269197222,,-663.3472222,584.1889931,,,0.4941,,58.23514988
7/15/2019 5:00,2019,,0.343455556,,,15.07711806,,,,12.13853333,,339.9287045,,0.061038889,,-277.8361111,564.3236806,,,0.605394444,,36.05238326
7/15/2019 6:00,2019,,0.349302778,,,15.10138889,,,,12.6815,,340.0130385,,0.214626389,,-608.2138889,550.2043403,,,0.160011111,,54.62763322
7/15/2019 7:00,2019,,0.038915278,,,15.09555556,,,,10.96347778,,338.0795825,,0.302854167,,-754.1694444,543.5019792,,,0.076177778,,59.37534988
7/15/2019 8:00,2019,,0.045275,,,14.735,,,,7.777466667,,301.6000335,,0.186959722,,-629.5527778,550.8177431,,,-0.066561111,,58.34009988
7/15/2019 9:00,2019,,0.049205556,,,16.49347222,,,,5.905538889,,264.351715,,0.035093056,,-96.60833333,546.81,,,-0.163305556,,10.94544998
7/15/2019 10:00,2019,,0.016453207,,,16.67232639,,,,4.586833333,,289.357029,,0.015529167,,27.96893939,520.5401528,,,-0.397066863,,-0.463392423
